task,method_a,method_b,mean_delta_a_minus_b,std_delta,wins_a,wins_b,ties,runs
lcbench_car,HyperRL-MLP,OurMethod-LC-DQN-MLP,-0.3655364990234403,2.361447289584131,1,1,3,5
lcbench_car,HyperRL-MLP,Random Search,-0.6266342163085966,2.779179397356282,2,1,2,5
lcbench_car,OurMethod-LC-DQN-MLP,Random Search,-0.26109771728515624,3.250629641329437,1,1,3,5
lcbench_christine,Bayesian Optimization,HyperRL-MLP,-0.4340576171875,0.2531838756708466,5,0,0,5
lcbench_christine,Bayesian Optimization,OurMethod-LC-DQN-MLP,-0.28380584716796875,0.8442685682605654,4,1,0,5
lcbench_christine,Bayesian Optimization,Random Search,-0.28380584716796875,1.1843083165676085,4,1,0,5
lcbench_christine,HyperRL-MLP,OurMethod-LC-DQN-MLP,0.15025177001953124,0.6368028573037722,1,2,2,5
lcbench_christine,HyperRL-MLP,Random Search,0.15025177001953124,1.0023646230243926,2,2,1,5
lcbench_christine,OurMethod-LC-DQN-MLP,Random Search,0.0,0.4256262671814286,2,1,2,5
lcbench_cnae-9,Bayesian Optimization,HyperRL-MLP,0.16736602783203125,1.1304790283989041,2,2,1,5
lcbench_cnae-9,Bayesian Optimization,OurMethod-LC-DQN-MLP,0.5857757568359375,0.9632475899656385,2,3,0,5
lcbench_cnae-9,Bayesian Optimization,Random Search,0.6694549560546903,0.700132751625301,0,3,2,5
lcbench_cnae-9,HyperRL-MLP,OurMethod-LC-DQN-MLP,0.41840972900390627,0.5917201739102035,0,2,3,5
lcbench_cnae-9,HyperRL-MLP,Random Search,0.502088928222659,0.5455380209567925,0,3,2,5
lcbench_cnae-9,OurMethod-LC-DQN-MLP,Random Search,0.08367919921875284,0.35006432407009686,1,2,2,5
lcbench_connect-4,Bayesian Optimization,HyperRL-MLP,-1.2384506225585938,6.434241400173648,3,1,1,5
lcbench_connect-4,Bayesian Optimization,OurMethod-LC-DQN-MLP,-1.2438064575195313,6.442007334757457,3,1,1,5
lcbench_connect-4,Bayesian Optimization,Random Search,-1.0577056884765597,5.847429616788091,3,1,1,5
lcbench_connect-4,HyperRL-MLP,OurMethod-LC-DQN-MLP,-0.0053558349609375,0.01197601104892618,1,0,4,5
lcbench_connect-4,HyperRL-MLP,Random Search,0.1807449340820341,2.8472717613377747,2,1,2,5
lcbench_connect-4,OurMethod-LC-DQN-MLP,Random Search,0.1861007690429716,2.85807436197055,2,1,2,5
lcbench_covertype,Bayesian Optimization,HyperRL-MLP,-8.733474731445312,3.0930992716832058,5,0,0,5
lcbench_covertype,Bayesian Optimization,OurMethod-LC-DQN-MLP,-8.356864929199219,2.0690291097521176,5,0,0,5
lcbench_covertype,Bayesian Optimization,Random Search,-8.02166900634766,1.3858403903426706,5,0,0,5
lcbench_covertype,HyperRL-MLP,OurMethod-LC-DQN-MLP,0.37660980224609375,2.6749562392122406,1,1,3,5
lcbench_covertype,HyperRL-MLP,Random Search,0.7118057250976534,3.0269473305239902,2,2,1,5
lcbench_covertype,OurMethod-LC-DQN-MLP,Random Search,0.33519592285155964,0.9337108437656899,1,2,2,5
lcbench_credit-g,Bayesian Optimization,HyperRL-MLP,-0.45044708251953125,1.2740641643076147,2,2,1,5
lcbench_credit-g,Bayesian Optimization,OurMethod-LC-DQN-MLP,-0.09008941650390626,1.7561753258825183,2,1,2,5
lcbench_credit-g,Bayesian Optimization,Random Search,1.52587890625e-06,1.7152624080098726,2,2,1,5
lcbench_credit-g,HyperRL-MLP,OurMethod-LC-DQN-MLP,0.360357666015625,0.8664572210915529,1,2,2,5
lcbench_credit-g,HyperRL-MLP,Random Search,0.4504486083984375,0.9008998870894029,1,2,2,5
lcbench_credit-g,OurMethod-LC-DQN-MLP,Random Search,0.0900909423828125,1.4734601090467263,2,2,1,5
lcbench_dionis,Bayesian Optimization,HyperRL-MLP,-0.057161486148834206,0.18425852822341077,2,2,1,5
lcbench_dionis,Bayesian Optimization,OurMethod-LC-DQN-MLP,0.12888501882553102,0.17328434954256344,1,4,0,5
lcbench_dionis,Bayesian Optimization,Random Search,0.002390789985656716,0.1783022789887507,1,2,2,5
lcbench_dionis,HyperRL-MLP,OurMethod-LC-DQN-MLP,0.18604650497436523,0.1576014190191115,0,4,1,5
lcbench_dionis,HyperRL-MLP,Random Search,0.05955227613449092,0.18176090597135414,2,3,0,5
lcbench_dionis,OurMethod-LC-DQN-MLP,Random Search,-0.12649422883987432,0.20495065528408757,4,1,0,5
lcbench_fabert,Bayesian Optimization,HyperRL-MLP,-0.40637207031249717,0.43518210179437866,4,1,0,5
lcbench_fabert,Bayesian Optimization,OurMethod-LC-DQN-MLP,-0.23064270019530114,0.3588465025566249,3,2,0,5
lcbench_fabert,Bayesian Optimization,Random Search,-0.24162750244139772,0.3168950948577924,4,1,0,5
lcbench_fabert,HyperRL-MLP,OurMethod-LC-DQN-MLP,0.17572937011719603,0.2916183957411627,2,2,1,5
lcbench_fabert,HyperRL-MLP,Random Search,0.16474456787109942,0.23936708243207094,2,3,0,5
lcbench_fabert,OurMethod-LC-DQN-MLP,Random Search,-0.010984802246096593,0.299273565549578,3,1,1,5
lcbench_helena,Bayesian Optimization,HyperRL-MLP,28.59340994954109,39.09676381604055,1,4,0,5
lcbench_helena,Bayesian Optimization,OurMethod-LC-DQN-MLP,28.542074531316757,39.14381143334378,2,3,0,5
lcbench_helena,Bayesian Optimization,Random Search,13.978286838531494,60.39387183002711,3,2,0,5
lcbench_helena,HyperRL-MLP,OurMethod-LC-DQN-MLP,-0.05133541822433474,0.11478948480299403,1,0,4,5
lcbench_helena,HyperRL-MLP,Random Search,-14.615123111009598,32.72868129795066,4,1,0,5
lcbench_helena,OurMethod-LC-DQN-MLP,Random Search,-14.563787692785263,32.75741621784897,3,2,0,5
lcbench_higgs,Bayesian Optimization,HyperRL-MLP,-1.1522109985351534,2.7999120391223227,4,1,0,5
lcbench_higgs,Bayesian Optimization,OurMethod-LC-DQN-MLP,0.10332336425781534,1.7953900451979157,4,1,0,5
lcbench_higgs,Bayesian Optimization,Random Search,-0.4086685180664034,2.3690287811418633,4,1,0,5
lcbench_higgs,HyperRL-MLP,OurMethod-LC-DQN-MLP,1.2555343627929687,1.2715158999910694,0,3,2,5
lcbench_higgs,HyperRL-MLP,Random Search,0.74354248046875,1.7311957247415974,1,2,2,5
lcbench_higgs,OurMethod-LC-DQN-MLP,Random Search,-0.5119918823242188,1.1538478667712413,2,1,2,5
lcbench_jannis,Bayesian Optimization,HyperRL-MLP,-2.9631629943847697,2.0885957529331196,5,0,0,5
lcbench_jannis,Bayesian Optimization,OurMethod-LC-DQN-MLP,-2.217782592773446,1.1522782705071464,5,0,0,5
lcbench_jannis,Bayesian Optimization,Random Search,-1.766232299804696,1.1295024529635331,5,0,0,5
lcbench_jannis,HyperRL-MLP,OurMethod-LC-DQN-MLP,0.7453804016113239,1.7380119053527188,1,2,2,5
lcbench_jannis,HyperRL-MLP,Random Search,1.196930694580074,2.5192983958513726,1,2,2,5
lcbench_jannis,OurMethod-LC-DQN-MLP,Random Search,0.45155029296875,0.8275184722675373,0,2,3,5
lcbench_jasmine,Bayesian Optimization,HyperRL-MLP,-0.24205780029296875,0.2748262067471042,3,0,2,5
lcbench_jasmine,Bayesian Optimization,OurMethod-LC-DQN-MLP,-0.18154449462890626,0.3449851096253794,3,2,0,5
lcbench_jasmine,Bayesian Optimization,Random Search,-0.06051483154296875,0.229438215069903,3,1,1,5
lcbench_jasmine,HyperRL-MLP,OurMethod-LC-DQN-MLP,0.0605133056640625,0.22943746046125305,1,3,1,5
lcbench_jasmine,HyperRL-MLP,Random Search,0.18154296875,0.36119231112988537,1,2,2,5
lcbench_jasmine,OurMethod-LC-DQN-MLP,Random Search,0.1210296630859375,0.3279808117188554,2,3,0,5
lcbench_jungle_chess_2pcs_raw_endgame_complete,Bayesian Optimization,HyperRL-MLP,-6.074671936035156,6.076617023459387,3,0,2,5
lcbench_jungle_chess_2pcs_raw_endgame_complete,Bayesian Optimization,OurMethod-LC-DQN-MLP,-5.003028869628906,5.940405468962994,3,0,2,5
lcbench_jungle_chess_2pcs_raw_endgame_complete,Bayesian Optimization,Random Search,-3.36629638671875,4.289212201168544,3,0,2,5
lcbench_jungle_chess_2pcs_raw_endgame_complete,HyperRL-MLP,OurMethod-LC-DQN-MLP,1.07164306640625,5.194789512860701,1,2,2,5
lcbench_jungle_chess_2pcs_raw_endgame_complete,HyperRL-MLP,Random Search,2.7083755493164063,5.830581351259182,1,2,2,5
lcbench_jungle_chess_2pcs_raw_endgame_complete,OurMethod-LC-DQN-MLP,Random Search,1.6367324829101562,5.5862377555187805,1,2,2,5
lcbench_kc1,Bayesian Optimization,HyperRL-MLP,0.4710906982421875,3.6446627340667295,2,2,1,5
lcbench_kc1,Bayesian Optimization,OurMethod-LC-DQN-MLP,1.5845809936523438,2.2943201540178024,2,3,0,5
lcbench_kc1,Bayesian Optimization,Random Search,1.3276214599609375,2.5264003204956085,2,3,0,5
lcbench_kc1,HyperRL-MLP,OurMethod-LC-DQN-MLP,1.1134902954101562,1.9116683922031095,1,4,0,5
lcbench_kc1,HyperRL-MLP,Random Search,0.85653076171875,1.706358622914047,1,4,0,5
lcbench_kc1,OurMethod-LC-DQN-MLP,Random Search,-0.25695953369140623,0.6494931871569156,2,1,2,5
lcbench_kr-vs-kp,Bayesian Optimization,HyperRL-MLP,-0.5940567016601619,0.4626705743222275,4,0,1,5
lcbench_kr-vs-kp,Bayesian Optimization,OurMethod-LC-DQN-MLP,-0.5091903686523551,0.2757232674607699,5,0,0,5
lcbench_kr-vs-kp,Bayesian Optimization,Random Search,-1.1315383911132841,0.6783364185658782,5,0,0,5
lcbench_kr-vs-kp,HyperRL-MLP,OurMethod-LC-DQN-MLP,0.08486633300780681,0.4074914764605383,1,2,2,5
lcbench_kr-vs-kp,HyperRL-MLP,Random Search,-0.5374816894531221,0.5235305722847413,4,0,1,5
lcbench_kr-vs-kp,OurMethod-LC-DQN-MLP,Random Search,-0.622348022460929,0.7390307463428829,3,0,2,5
lcbench_mfeat-factors,Bayesian Optimization,HyperRL-MLP,0.1354400634765625,0.5886424983996364,1,1,3,5
lcbench_mfeat-factors,Bayesian Optimization,OurMethod-LC-DQN-MLP,0.2708816528320369,0.5842983374846002,1,3,1,5
lcbench_mfeat-factors,Bayesian Optimization,Random Search,-0.04514617919921591,0.8944306539997076,2,2,1,5
lcbench_mfeat-factors,HyperRL-MLP,OurMethod-LC-DQN-MLP,0.13544158935547443,0.20190368969952413,0,2,3,5
lcbench_mfeat-factors,HyperRL-MLP,Random Search,-0.1805862426757784,0.48937925552562495,2,1,2,5
lcbench_mfeat-factors,OurMethod-LC-DQN-MLP,Random Search,-0.31602783203125284,0.4400371775658772,2,0,3,5
lcbench_nomao,Bayesian Optimization,HyperRL-MLP,-0.6823242187500028,0.7506325077350037,3,1,1,5
lcbench_nomao,Bayesian Optimization,OurMethod-LC-DQN-MLP,-0.40677032470703123,0.7489104013395523,3,1,1,5
lcbench_nomao,Bayesian Optimization,Random Search,-0.27555389404296593,0.46706329428788085,3,1,1,5
lcbench_nomao,HyperRL-MLP,OurMethod-LC-DQN-MLP,0.2755538940429716,0.6072925974931006,1,2,2,5
lcbench_nomao,HyperRL-MLP,Random Search,0.40677032470703695,0.7964312516469609,1,2,2,5
lcbench_nomao,OurMethod-LC-DQN-MLP,Random Search,0.13121643066406535,0.8087138018564903,2,1,2,5
lcbench_numerai28.6,Bayesian Optimization,HyperRL-MLP,-0.0798240661621108,0.30215811281354293,2,2,1,5
lcbench_numerai28.6,Bayesian Optimization,OurMethod-LC-DQN-MLP,-0.10236282348633097,0.2872598076221554,3,2,0,5
lcbench_numerai28.6,Bayesian Optimization,Random Search,-0.16058654785156534,0.1757960072712193,4,1,0,5
lcbench_numerai28.6,HyperRL-MLP,OurMethod-LC-DQN-MLP,-0.02253875732422017,0.12376014180470836,3,1,1,5
lcbench_numerai28.6,HyperRL-MLP,Random Search,-0.08076248168945455,0.14363130227282908,3,2,0,5
lcbench_numerai28.6,OurMethod-LC-DQN-MLP,Random Search,-0.058223724365234375,0.12514215314004848,4,1,0,5
lcbench_phoneme,Bayesian Optimization,HyperRL-MLP,-0.468621826171875,0.69158123571036,4,0,1,5
lcbench_phoneme,Bayesian Optimization,OurMethod-LC-DQN-MLP,-0.451885986328125,0.6941079436672217,4,0,1,5
lcbench_phoneme,Bayesian Optimization,Random Search,-0.7866119384765625,0.9497066874950885,4,0,1,5
lcbench_phoneme,HyperRL-MLP,OurMethod-LC-DQN-MLP,0.01673583984375,0.03742247555117446,0,1,4,5
lcbench_phoneme,HyperRL-MLP,Random Search,-0.3179901123046875,0.9694105221770544,2,1,2,5
lcbench_phoneme,OurMethod-LC-DQN-MLP,Random Search,-0.3347259521484375,1.0041815439867674,2,1,2,5
lcbench_segment,Bayesian Optimization,HyperRL-MLP,0.27397308349609373,3.8062475493963572,2,3,0,5
lcbench_segment,Bayesian Optimization,OurMethod-LC-DQN-MLP,0.1174163818359375,4.257426266793772,2,3,0,5
lcbench_segment,Bayesian Optimization,Random Search,-0.31311187744140623,4.322151403367879,2,3,0,5
lcbench_segment,HyperRL-MLP,OurMethod-LC-DQN-MLP,-0.15655670166015626,0.9116092316844673,2,1,2,5
lcbench_segment,HyperRL-MLP,Random Search,-0.5870849609375,0.6031730365962216,3,0,2,5
lcbench_segment,OurMethod-LC-DQN-MLP,Random Search,-0.43052825927734373,0.7374322929705022,2,1,2,5
lcbench_shuttle,Bayesian Optimization,HyperRL-MLP,-0.2277008056640682,1.140190701340095,3,2,0,5
lcbench_shuttle,Bayesian Optimization,OurMethod-LC-DQN-MLP,-0.3649429321289091,1.214009567038603,3,2,0,5
lcbench_shuttle,Bayesian Optimization,Random Search,-0.2900833129882841,1.2058686281738504,3,2,0,5
lcbench_shuttle,HyperRL-MLP,OurMethod-LC-DQN-MLP,-0.1372421264648409,0.7960428256796515,2,1,2,5
lcbench_shuttle,HyperRL-MLP,Random Search,-0.06238250732421591,0.9333382856648366,2,1,2,5
lcbench_shuttle,OurMethod-LC-DQN-MLP,Random Search,0.074859619140625,0.19885461764012366,1,2,2,5
lcbench_sylvine,Bayesian Optimization,HyperRL-MLP,-0.4761917114257699,0.4565139373241479,4,0,1,5
lcbench_sylvine,Bayesian Optimization,OurMethod-LC-DQN-MLP,-0.6349227905273324,0.4886021962858094,5,0,0,5
lcbench_sylvine,Bayesian Optimization,Random Search,-1.146388244628892,0.35273361206467235,5,0,0,5
lcbench_sylvine,HyperRL-MLP,OurMethod-LC-DQN-MLP,-0.1587310791015625,0.7672463394800768,3,2,0,5
lcbench_sylvine,HyperRL-MLP,Random Search,-0.6701965332031221,0.6032673498825963,4,0,1,5
lcbench_sylvine,OurMethod-LC-DQN-MLP,Random Search,-0.5114654541015596,0.6982634804845144,4,1,0,5
lcbench_vehicle,Bayesian Optimization,HyperRL-MLP,-4.893617248535156,2.0737882541806516,5,0,0,5
lcbench_vehicle,Bayesian Optimization,OurMethod-LC-DQN-MLP,-3.936167907714844,0.7136406036955276,5,0,0,5
lcbench_vehicle,Bayesian Optimization,Random Search,-4.574468994140625,3.09243629512339,4,0,1,5
lcbench_vehicle,HyperRL-MLP,OurMethod-LC-DQN-MLP,0.9574493408203125,2.0737882541806516,1,2,2,5
lcbench_vehicle,HyperRL-MLP,Random Search,0.31914825439453126,3.3132808451216174,2,2,1,5
lcbench_vehicle,OurMethod-LC-DQN-MLP,Random Search,-0.6383010864257812,2.534283570315349,2,1,2,5
lcbench_volkert,Bayesian Optimization,HyperRL-MLP,-4.717288970947256,4.136399638958087,5,0,0,5
lcbench_volkert,Bayesian Optimization,OurMethod-LC-DQN-MLP,-3.7881027221679573,1.3454804334524395,5,0,0,5
lcbench_volkert,Bayesian Optimization,Random Search,-5.060110473632801,3.344520383810168,5,0,0,5
lcbench_volkert,HyperRL-MLP,OurMethod-LC-DQN-MLP,0.9291862487792983,4.041543473262119,2,1,2,5
lcbench_volkert,HyperRL-MLP,Random Search,-0.34282150268554545,4.826033053940004,2,1,2,5
lcbench_volkert,OurMethod-LC-DQN-MLP,Random Search,-1.2720077514648438,2.166762937141014,2,0,3,5
