task,method,runs,best_val_score_mean,best_val_score_std,best_test_score_mean,best_test_score_std,simple_regret_mean,simple_regret_std,normalized_simple_regret_mean,normalized_simple_regret_std,best_iteration_mean
playground-series-s3e1,CrossDataset-LC-DQN,5,0.6660569624262479,0.002981556969566169,0.6641059356188405,0.001994552371232398,0.0,0.0,0.02758395172552602,0.011846433848890729,6.2
playground-series-s3e11,CrossDataset-LC-DQN,5,29.77856949951899,0.03794529412538495,29.79489733443074,0.027907017797542715,0.0,0.0,0.03175031379040637,0.01934360555031894,4.2
playground-series-s3e14,CrossDataset-LC-DQN,5,615.8310727431012,0.5044724137743644,541.4867862399806,3.881832411232886,0.0,0.0,0.02611677994069897,0.0028127321913431966,3.6
playground-series-s3e16,CrossDataset-LC-DQN,5,2.0481533765004256,0.0015568699944300945,2.07868902792688,0.006885612930402637,0.0,0.0,0.039122702868352816,0.005355419449277888,4.8
playground-series-s3e25,CrossDataset-LC-DQN,5,1.3431923466975066,0.005956711011381761,1.3174885440647348,0.008081762243757002,0.0,0.0,0.04596172964318238,0.03999209736336375,5.8
playground-series-s3e6,CrossDataset-LC-DQN,5,153745.3983702142,15838.496892111194,287129.4523117731,7429.4152575236,0.0,0.0,0.04133771523511912,0.015173395152465938,3.8
playground-series-s3e8,CrossDataset-LC-DQN,5,724.0846268495352,29.999660056816587,683.8877277469768,13.277638471824643,0.0,0.0,0.03051124743789072,0.03581264426369823,6.4
playground-series-s3e9,CrossDataset-LC-DQN,5,11.939699405420033,0.029860806389534762,12.58392512943553,0.11734125383904433,0.0,0.0,0.01575489769499646,0.014289014142312439,3.2
playground-series-s4e12,CrossDataset-LC-DQN,5,870.552379122109,2.1546178045256292,865.3983392988602,1.6412306682233313,0.0,0.0,0.014884947641834923,0.015923627336794872,6.2
playground-series-s4e4,CrossDataset-LC-DQN,5,1.9242367570874546,0.010520587462895576,1.8941226413474803,0.006684106805729737,0.0,0.0,0.030701122290127333,0.027821479975521268,5.6
playground-series-s4e5,CrossDataset-LC-DQN,5,0.020680926637904315,0.00011270786899348247,0.020559574502008925,0.0001246963069671253,0.0,0.0,0.021439768861690734,0.013982458256289847,2.4
playground-series-s4e9,CrossDataset-LC-DQN,5,67699.46017068108,231.73633390346592,79886.11298594349,216.1116843298934,0.0,0.0,0.020614008394306597,0.013892605372409035,3.4
playground-series-s5e2,CrossDataset-LC-DQN,5,39.184345092737985,0.08168344408955476,39.112605837854744,0.07992680128020249,0.0,0.0,0.015265931557398206,0.013648253939857502,3.2
playground-series-s5e4,CrossDataset-LC-DQN,5,13.887661809978429,0.12858847371231258,13.77782693802127,0.1353967016846365,0.0,0.0,0.06917441288264767,0.030389628516909187,3.0
playground-series-s5e5,CrossDataset-LC-DQN,5,4.364085194795328,0.1820564212728254,4.486816819143621,0.1766383776662778,0.0,0.0,0.033673146677083,0.01590135130926373,5.8
