total_consumed_evals,method,runs,normalized_simple_regret_mean,normalized_simple_regret_std
1501,CrossDataset-LC-DQN,75,0.24229740736070154,0.2746015901609901
1502,CrossDataset-LC-DQN,75,0.1345447324367495,0.12532463749033187
1503,CrossDataset-LC-DQN,75,0.10462137085729277,0.0994127248327189
1504,CrossDataset-LC-DQN,75,0.07531060629307555,0.06867701834907347
1505,CrossDataset-LC-DQN,75,0.0642738577974665,0.06198643499950113
1506,CrossDataset-LC-DQN,75,0.049861613494339214,0.04970487936800998
1507,CrossDataset-LC-DQN,75,0.044633027062408334,0.03901555971036383
1508,CrossDataset-LC-DQN,75,0.03711613286235499,0.029054226925159587
1509,CrossDataset-LC-DQN,75,0.03393379331586423,0.02699315455497448
1510,CrossDataset-LC-DQN,75,0.030926178442750755,0.02347129797787837
