total_consumed_evals,method,runs,normalized_simple_regret_mean,normalized_simple_regret_std
3001,CrossDataset-LC-DQN,75,0.1909893306877879,0.20647501567709628
3002,CrossDataset-LC-DQN,75,0.12400658195968789,0.11146564089390724
3003,CrossDataset-LC-DQN,75,0.09343608771423123,0.08473435904585372
3004,CrossDataset-LC-DQN,75,0.07387883463006147,0.07233737775545862
3005,CrossDataset-LC-DQN,75,0.06225714064128896,0.056157610072826256
3006,CrossDataset-LC-DQN,75,0.05543484449420146,0.0484699682669301
3007,CrossDataset-LC-DQN,75,0.05210170435933566,0.04841315024566342
3008,CrossDataset-LC-DQN,75,0.04426143581229815,0.04180009488120769
3009,CrossDataset-LC-DQN,75,0.04267430070608274,0.04218957473539512
3010,CrossDataset-LC-DQN,75,0.037500860638094304,0.03263310329922274
3011,CrossDataset-LC-DQN,75,0.035380054868055615,0.02976870711374223
3012,CrossDataset-LC-DQN,75,0.032741310278722714,0.02895698839915426
3013,CrossDataset-LC-DQN,75,0.02956508624273513,0.026999699557559712
3014,CrossDataset-LC-DQN,75,0.02753557625657106,0.024202016760699985
3015,CrossDataset-LC-DQN,75,0.026305114408685795,0.02435166644733573
3016,CrossDataset-LC-DQN,75,0.02502906141523205,0.023517995222258094
3017,CrossDataset-LC-DQN,75,0.02366972836323879,0.02301439712695205
3018,CrossDataset-LC-DQN,75,0.021847705838249232,0.022001430542268618
3019,CrossDataset-LC-DQN,75,0.021781599949220628,0.022050684847292782
3020,CrossDataset-LC-DQN,75,0.021722567942160223,0.02204799097660826
