task,method,runs,best_val_score_mean,best_val_score_std,best_test_score_mean,best_test_score_std,simple_regret_mean,simple_regret_std,normalized_simple_regret_mean,normalized_simple_regret_std,best_iteration_mean
playground-series-s3e1,CrossDataset-LC-DQN,5,0.6632629847098029,0.003521324940970587,0.6608177273463777,0.0023226279550847733,0.0,0.0,0.016482814792376437,0.013991060174083093,11.0
playground-series-s3e11,CrossDataset-LC-DQN,5,29.766056619325457,0.0299921620528101,29.787269209184142,0.033231879998082296,0.0,0.0,0.025371546031688338,0.015289288585661132,10.8
playground-series-s3e14,CrossDataset-LC-DQN,5,615.1714195767889,2.909390335488991,543.2273862851525,5.1136985259068375,0.0,0.0,0.02243882323712798,0.016221572538697493,9.0
playground-series-s3e16,CrossDataset-LC-DQN,5,2.042510220800882,0.003700252218148401,2.073126668730883,0.001419593314785976,0.0,0.0,0.019711020520590896,0.012728360599922509,11.6
playground-series-s3e25,CrossDataset-LC-DQN,5,1.3422452079405942,0.0013333651325014154,1.316691215336737,0.011202769578563776,0.0,0.0,0.03960284043222623,0.008951931375892213,6.6
playground-series-s3e6,CrossDataset-LC-DQN,5,133344.41486923746,21851.596925927013,277895.33990926296,10871.351619937619,0.0,0.0,0.021793424746705457,0.020933988694005725,10.0
playground-series-s3e8,CrossDataset-LC-DQN,5,736.1051029581612,20.234814164867785,704.3539171499929,27.917687453851194,0.0,0.0,0.04486091119885355,0.024155680432911858,10.2
playground-series-s3e9,CrossDataset-LC-DQN,5,11.97172087711288,0.014389963806733344,12.495032598130097,0.0466659344830105,0.0,0.0,0.03107783492274392,0.006885895633878108,10.4
playground-series-s4e12,CrossDataset-LC-DQN,5,868.6984112256888,0.16367526843931282,863.8228469588456,0.07905234207088878,0.0,0.0,0.0011832629091791088,0.0012096363324405445,11.4
playground-series-s4e4,CrossDataset-LC-DQN,5,1.9242744189716137,0.008345620498928416,1.8963996081764543,0.009111301734202553,0.0,0.0,0.030800718378242022,0.022069823991590288,11.0
playground-series-s4e5,CrossDataset-LC-DQN,5,0.020568016799724073,9.654212177516971e-05,0.020447426365752037,8.942616245519523e-05,0.0,0.0,0.007432254451397536,0.011976947126673309,11.8
playground-series-s4e9,CrossDataset-LC-DQN,5,67555.54315142239,94.80576875941375,79788.76332700247,58.7343274356472,0.0,0.0,0.011986175541098834,0.005683610809822607,8.0
playground-series-s5e2,CrossDataset-LC-DQN,5,39.09790973264664,0.0053127517572101645,39.0273891814408,0.005867704055077987,0.0,0.0,0.0008236935119947397,0.0008876925539810907,11.6
playground-series-s5e4,CrossDataset-LC-DQN,5,13.813427930097133,0.08603168829056636,13.70897572467802,0.08343051201337977,0.0,0.0,0.051630538475920924,0.020332079325259905,12.0
playground-series-s5e5,CrossDataset-LC-DQN,5,4.187149545741919,0.15283999078744626,4.310975512777052,0.15630364952104356,0.0,0.0,0.018219058900005483,0.013349501053707585,9.2
