train_task_count,method,runs,normalized_simple_regret_mean,normalized_simple_regret_std,normalized_simple_regret_se
1,CrossDataset-LC-DQN,75,0.0388264792536578,0.03039507220268496,0.0035097206236516542
5,CrossDataset-LC-DQN,75,0.03092617621635258,0.02347129765479051,0.0027102320038446264
10,CrossDataset-LC-DQN,75,0.04023257214669869,0.03483504586246212,0.004022404621185092
15,CrossDataset-LC-DQN,75,0.03341274596288805,0.033836555711759135,0.003907108909726781
